Distance_(µm),Gray_Value
1.82738,0.000
1.82887,0.000
1.83036,0.000
1.83185,0.000
1.83333,0.000
1.83482,0.000
1.83631,0.000
1.83780,0.000
1.83929,0.000
1.84077,0.000
1.84226,0.000
1.84375,0.000
1.84524,0.000
1.84673,0.000
1.84821,0.000
1.84970,0.000
1.85119,0.000
1.85268,0.000
1.85417,0.000
1.85565,0.000
1.85714,0.000
1.85863,0.000
1.86012,0.000
1.86161,0.000
1.86310,0.000
1.86458,0.000
1.86607,0.000
1.86756,0.000
1.86905,0.000
1.87054,0.000
1.87202,0.000
1.87351,0.000
1.87500,0.000
1.87649,0.000
1.87798,0.000
1.87946,0.000
1.88095,0.000
1.88244,0.000
1.88393,0.000
1.88542,0.000
1.88690,0.000
1.88839,0.000
1.88988,0.000
1.89137,0.000
1.89286,0.000
1.89435,0.000
1.89583,0.000
1.89732,0.000
1.89881,0.000
1.90030,0.000
1.90179,0.000
1.90327,0.000
1.90476,0.000
1.90625,0.000
1.90774,0.000
1.90923,0.000
1.91071,0.000
1.91220,0.000
1.91369,0.000
1.91518,0.000
1.91667,0.000
1.91815,0.000
1.91964,0.000
1.92113,0.000
1.92262,0.000
1.92411,0.000
1.92560,0.000
1.92708,0.000
1.92857,0.000
1.93006,0.000
1.93155,0.000
1.93304,0.000
1.93452,0.000
1.93601,0.000
1.93750,0.000
1.93899,0.000
1.94048,0.000
1.94196,0.000
1.94345,0.000
1.94494,0.000
1.94643,0.000
1.94792,0.000
1.94940,0.000
1.95089,0.000
1.95238,0.000
1.95387,0.000
1.95536,0.000
1.95685,0.000
1.95833,0.000
1.95982,21.940
1.96131,175.340
1.96280,255.000
1.96429,255.000
1.96577,255.000
1.96726,255.000
1.96875,105.531
1.97024,4.205
1.97173,0.000
1.97321,0.000
1.97470,0.000
1.97619,0.000
1.97768,0.000
1.97917,0.000
1.98065,0.000
1.98214,0.000
1.98363,0.000
1.98512,0.000
1.98661,0.000
1.98810,0.000
1.98958,0.000
1.99107,0.000
1.99256,0.000
1.99405,0.000
1.99554,0.000
1.99702,0.000
1.99851,0.000
2.00000,0.000
2.00149,0.000
2.00298,0.000
2.00446,0.000
2.00595,0.000
2.00744,0.000
2.00893,0.000
2.01042,0.000
2.01190,0.000
2.01339,0.000
2.01488,0.000
2.01637,0.000
2.01786,0.000
2.01935,0.000
2.02083,0.000
2.02232,0.000
2.02381,0.000
2.02530,0.000
2.02679,0.000
2.02827,0.000
2.02976,0.000
2.03125,0.000
2.03274,0.000
2.03423,0.000
2.03571,0.000
2.03720,0.000
2.03869,0.000
2.04018,0.000
2.04167,0.000
2.04315,0.000
2.04464,0.000
2.04613,0.000
2.04762,0.000
2.04911,0.000
2.05060,0.000
2.05208,0.000
2.05357,0.000
2.05506,0.000
2.05655,0.000
2.05804,0.000
2.05952,0.000
2.06101,0.000
2.06250,0.000
2.06399,0.000
2.06548,0.000
2.06696,0.000
2.06845,0.000
2.06994,0.000
2.07143,0.000
2.07292,0.000
2.07440,0.000
2.07589,0.000
2.07738,0.000
2.07887,0.000
2.08036,0.000
2.08185,0.000
2.08333,0.000
2.08482,0.000
2.08631,0.000
2.08780,0.000
2.08929,0.000
2.09077,0.000
2.09226,0.000
2.09375,0.000
2.09524,0.000
2.09673,0.000
2.09821,0.000
2.09970,0.000
2.10119,0.000
2.10268,0.000
2.10417,0.000
2.10565,0.000
2.10714,0.000
2.10863,0.000
2.11012,0.000
2.11161,0.000
2.11310,0.000
2.11458,0.000
2.11607,0.000
2.11756,0.000
2.11905,0.000
2.12054,0.000
2.12202,0.000
2.12351,0.000
2.12500,0.000
2.12649,0.000
2.12798,0.000
2.12946,0.000
2.13095,0.000
2.13244,0.000
2.13393,0.000
2.13542,0.000
2.13690,0.000
2.13839,0.000
2.13988,0.000
2.14137,0.000
2.14286,0.000
2.14435,0.000
2.14583,0.000
2.14732,0.000
2.14881,0.000
2.15030,0.000
2.15179,0.000
2.15327,0.000
2.15476,0.000
2.15625,0.000
2.15774,0.000
2.15923,0.000
2.16071,0.000
2.16220,0.000
2.16369,0.000
2.16518,0.000
2.16667,0.000
2.16815,0.000
2.16964,0.000
2.17113,0.000
2.17262,0.000
2.17411,0.000
2.17560,0.000
2.17708,0.000
2.17857,0.000
2.18006,0.000
2.18155,0.000
2.18304,0.000
2.18452,0.000
2.18601,0.000
2.18750,0.000
2.18899,0.000
2.19048,0.000
2.19196,0.000
2.19345,0.000
2.19494,0.000
2.19643,0.000
2.19792,0.000
2.19940,0.000
2.20089,0.000
2.20238,0.000
2.20387,0.000
2.20536,0.000
2.20685,0.000
2.20833,0.000
2.20982,0.000
2.21131,0.000
2.21280,0.000
2.21429,0.000
2.21577,0.000
2.21726,0.000
2.21875,0.000
2.22024,0.000
2.22173,0.000
2.22321,0.000
2.22470,0.000
2.22619,0.000
2.22768,0.000
2.22917,0.000
2.23065,0.000
2.23214,0.000
2.23363,0.000
2.23512,0.000
2.23661,0.000
2.23810,0.000
2.23958,0.000
2.24107,0.000
2.24256,0.000
2.24405,0.000
2.24554,0.000
2.24702,0.000
2.24851,0.000
2.25000,0.000
2.25149,0.000
2.25298,93.089
2.25446,231.626
2.25595,255.000
2.25744,255.000
2.25893,255.000
2.26042,200.642
2.26190,34.419
2.26339,0.000
2.26488,0.000
2.26637,0.000
2.26786,0.000
2.26935,0.000
2.27083,0.000
2.27232,0.000
2.27381,0.000
2.27530,0.000
2.27679,0.000
2.27827,0.000
2.27976,0.000
2.28125,0.000
2.28274,0.000
2.28423,0.000
2.28571,0.000
2.28720,0.000
2.28869,0.000
2.29018,0.000
2.29167,0.000
2.29315,0.000
2.29464,0.000
2.29613,0.000
2.29762,0.000
2.29911,0.000
2.30060,0.000
2.30208,0.000
2.30357,0.000
2.30506,0.000
2.30655,0.000
2.30804,0.000
2.30952,0.000
2.31101,0.000
2.31250,0.000
2.31399,0.000
2.31548,0.000
2.31696,0.000
2.31845,0.000
2.31994,0.000
2.32143,0.000
2.32292,0.000
2.32440,0.000
2.32589,0.000
2.32738,0.000
2.32887,0.000
2.33036,0.000
2.33185,0.000
2.33333,0.000
2.33482,0.000
2.33631,0.000
2.33780,0.000
2.33929,0.000
2.34077,0.000
2.34226,0.000
2.34375,0.000
2.34524,0.000
2.34673,0.000
2.34821,0.000
2.34970,0.000
2.35119,0.000
2.35268,0.000
2.35417,0.000
2.35565,0.000
2.35714,0.000
2.35863,0.000
2.36012,0.000
2.36161,0.000
2.36310,0.000
2.36458,0.000
2.36607,0.000
2.36756,0.000
2.36905,0.000
2.37054,0.000
2.37202,0.000
2.37351,0.000
2.37500,0.000
2.37649,0.000
2.37798,0.000
2.37946,0.000
2.38095,0.000
2.38244,0.000
2.38393,0.000
2.38542,0.000
2.38690,0.000
2.38839,0.000
2.38988,0.000
2.39137,0.000
2.39286,0.000
2.39435,0.000
2.39583,0.000
2.39732,0.000
2.39881,0.000
2.40030,0.000
2.40179,0.000
2.40327,0.000
2.40476,0.000
2.40625,0.000
2.40774,0.000
2.40923,0.000
2.41071,0.000
2.41220,0.000
2.41369,0.000
2.41518,0.000
2.41667,0.000
2.41815,0.000
2.41964,0.000
2.42113,0.000
2.42262,0.000
2.42411,0.000
2.42560,0.000
2.42708,0.000
2.42857,0.000
2.43006,0.000
2.43155,0.000
2.43304,0.000
2.43452,0.000
2.43601,0.000
2.43750,0.000
2.43899,0.000
2.44048,0.000
2.44196,0.000
2.44345,0.000
2.44494,0.000
2.44643,0.000
2.44792,0.000
2.44940,0.000
2.45089,0.000
2.45238,0.000
2.45387,0.000
2.45536,0.000
2.45685,0.000
2.45833,0.000
2.45982,0.000
2.46131,0.000
2.46280,0.000
2.46429,0.000
2.46577,0.000
2.46726,0.000
2.46875,0.000
2.47024,0.000
2.47173,0.000
2.47321,0.000
2.47470,0.000
2.47619,0.000
2.47768,0.000
2.47917,0.000
2.48065,0.000
2.48214,0.000
2.48363,0.000
2.48512,0.000
2.48661,0.000
2.48810,0.000
2.48958,0.000
2.49107,0.000
2.49256,0.000
2.49405,0.000
2.49554,0.000
2.49702,0.000
2.49851,0.000
2.50000,0.000
2.50149,0.000
2.50298,0.000
2.50446,0.000
2.50595,20.235
2.50744,154.473
2.50893,255.000
2.51042,255.000
2.51190,255.000
2.51339,245.404
2.51488,156.546
2.51637,0.000
2.51786,0.000
2.51935,0.000
2.52083,0.000
2.52232,0.000
2.52381,0.000
2.52530,0.000
2.52679,0.000
2.52827,0.000
2.52976,0.000
2.53125,0.000
2.53274,0.000
2.53423,0.000
2.53571,0.000
2.53720,0.000
2.53869,0.000
2.54018,0.000
2.54167,0.000
2.54315,0.000
2.54464,0.000
2.54613,0.000
2.54762,0.000
2.54911,0.000
2.55060,0.000
2.55208,0.000
2.55357,0.000
2.55506,0.000
2.55655,0.000
2.55804,0.000
2.55952,0.000
2.56101,0.000
2.56250,0.000
2.56399,0.000
2.56548,0.000
2.56696,0.000
2.56845,0.000
2.56994,0.000
2.57143,0.000
2.57292,0.000
2.57440,0.000
2.57589,0.000
2.57738,0.000
2.57887,0.000
2.58036,0.000
2.58185,0.000
2.58333,0.000
2.58482,0.000
2.58631,0.000
2.58780,0.000
2.58929,0.000
2.59077,0.000
2.59226,0.000
2.59375,0.000
2.59524,0.000
2.59673,0.000
2.59821,0.000
2.59970,0.000
2.60119,0.000
2.60268,0.000
2.60417,0.000
2.60565,0.000
2.60714,0.000
2.60863,0.000
2.61012,0.000
2.61161,0.000
2.61310,0.000
2.61458,0.000
2.61607,0.000
2.61756,0.000
2.61905,0.000
2.62054,0.000
2.62202,0.000
2.62351,0.000
2.62500,0.000
2.62649,0.000
2.62798,0.000
2.62946,0.000
2.63095,0.000
2.63244,0.000
2.63393,0.000
2.63542,0.000
2.63690,0.000
2.63839,0.000
2.63988,0.000
2.64137,0.000
2.64286,0.000
2.64435,0.000
2.64583,0.000
2.64732,0.000
2.64881,0.000
2.65030,0.000
2.65179,0.000
2.65327,0.000
2.65476,0.000
2.65625,0.000
2.65774,0.000
2.65923,0.000
2.66071,0.000
2.66220,0.000
2.66369,0.000
2.66518,0.000
2.66667,0.000
2.66815,0.000
2.66964,0.000
2.67113,0.000
2.67262,0.000
2.67411,0.000
2.67560,0.000
2.67708,0.000
2.67857,0.000
2.68006,0.000
2.68155,0.000
2.68304,0.000
2.68452,0.000
2.68601,0.000
2.68750,0.000
2.68899,0.000
2.69048,0.000
2.69196,0.000
2.69345,0.000
2.69494,0.000
2.69643,0.000
2.69792,0.000
2.69940,0.000
2.70089,0.000
2.70238,0.000
2.70387,0.000
2.70536,0.000
2.70685,0.000
2.70833,0.000
2.70982,0.000
2.71131,0.000
2.71280,0.000
2.71429,0.000
2.71577,0.000
2.71726,0.000
2.71875,0.000
2.72024,0.000
2.72173,0.000
2.72321,0.000
2.72470,0.000
2.72619,0.000
2.72768,0.000
2.72917,0.000
2.73065,0.000
2.73214,0.000
2.73363,0.000
2.73512,0.000
2.73661,0.000
2.73810,0.000
2.73958,0.000
2.74107,0.000
2.74256,0.000
2.74405,0.000
2.74554,0.000
2.74702,0.000
2.74851,0.000
2.75000,0.000
2.75149,0.000
2.75298,112.510
2.75446,247.115
2.75595,255.000
2.75744,255.000
2.75893,255.000
2.76042,173.762
2.76190,40.423
2.76339,0.000
2.76488,0.000
2.76637,0.000
2.76786,0.000
2.76935,0.000
2.77083,0.000
2.77232,0.000
2.77381,0.000
2.77530,0.000
2.77679,0.000
2.77827,0.000
2.77976,0.000
2.78125,0.000
2.78274,0.000
2.78423,0.000
2.78571,0.000
2.78720,0.000
2.78869,0.000
2.79018,0.000
2.79167,0.000
2.79315,0.000
2.79464,0.000
2.79613,0.000
2.79762,0.000
2.79911,0.000
2.80060,0.000
2.80208,0.000
2.80357,0.000
2.80506,0.000
2.80655,0.000
2.80804,0.000
2.80952,0.000
2.81101,0.000
2.81250,0.000
2.81399,0.000
2.81548,0.000
2.81696,0.000
2.81845,0.000
2.81994,0.000
2.82143,0.000
2.82292,0.000
2.82440,0.000
2.82589,0.000
2.82738,0.000
2.82887,0.000
2.83036,0.000
2.83185,0.000
2.83333,0.000
2.83482,0.000
2.83631,0.000
2.83780,0.000
2.83929,0.000
2.84077,0.000
2.84226,0.000
2.84375,0.000
2.84524,0.000
2.84673,0.000
2.84821,0.000
2.84970,0.000
2.85119,0.000
2.85268,0.000
2.85417,0.000
2.85565,0.000
2.85714,0.000
2.85863,0.000
2.86012,0.000
2.86161,0.000
2.86310,0.000
2.86458,0.000
2.86607,0.000
2.86756,0.000
2.86905,0.000
2.87054,0.000
2.87202,0.000
2.87351,0.000
2.87500,0.000
2.87649,0.000
2.87798,0.000
2.87946,0.000
2.88095,0.000
2.88244,0.000
2.88393,0.000
2.88542,0.000
2.88690,0.000
2.88839,0.000
2.88988,0.000
2.89137,0.000
2.89286,0.000
2.89435,0.000
2.89583,0.000
2.89732,0.000
2.89881,0.000
2.90030,0.000
2.90179,0.000
2.90327,0.000
2.90476,0.000
2.90625,0.000
2.90774,0.000
2.90923,0.000
2.91071,0.000
2.91220,0.000
2.91369,0.000
2.91518,0.000
2.91667,0.000
2.91815,0.000
2.91964,0.000
2.92113,0.000
2.92262,0.000
2.92411,0.000
2.92560,0.000
2.92708,0.000
2.92857,0.000
2.93006,0.000
2.93155,0.000
2.93304,0.000
2.93452,0.000
2.93601,0.000
2.93750,0.000
2.93899,0.000
2.94048,0.000
2.94196,0.000
2.94345,0.000
2.94494,0.000
2.94643,0.000
2.94792,0.000
2.94940,0.000
2.95089,0.000
2.95238,0.000
2.95387,0.000
2.95536,0.000
2.95685,0.000
2.95833,0.000
2.95982,0.000
2.96131,0.000
2.96280,0.000
2.96429,0.000
2.96577,0.000
2.96726,0.000
2.96875,0.000
2.97024,0.000
2.97173,0.000
2.97321,0.000
2.97470,0.000
2.97619,0.000
2.97768,0.000
2.97917,0.000
2.98065,0.000
2.98214,0.000
2.98363,0.000
2.98512,0.000
2.98661,0.000
2.98810,0.000
2.98958,0.000
2.99107,0.000
2.99256,0.000
2.99405,0.000
2.99554,0.000
2.99702,0.000
2.99851,0.000
3.00000,0.000
3.00149,0.000
3.00298,153.543
3.00446,242.351
3.00595,255.000
3.00744,255.000
3.00893,255.000
3.01042,150.079
3.01190,27.259
3.01339,0.000
3.01488,0.000
3.01637,0.000
3.01786,0.000
3.01935,0.000
3.02083,0.000
3.02232,0.000
3.02381,0.000
3.02530,0.000
3.02679,0.000
3.02827,0.000
3.02976,0.000
3.03125,0.000
3.03274,0.000
3.03423,0.000
3.03571,0.000
3.03720,0.000
3.03869,0.000
3.04018,0.000
3.04167,0.000
3.04315,0.000
3.04464,0.000
3.04613,0.000
3.04762,0.000
3.04911,0.000
3.05060,0.000
3.05208,0.000
3.05357,0.000
3.05506,0.000
3.05655,0.000
3.05804,0.000
3.05952,0.000
3.06101,0.000
3.06250,0.000
3.06399,0.000
3.06548,0.000
3.06696,0.000
3.06845,0.000
3.06994,0.000
3.07143,0.000
3.07292,0.000
3.07440,0.000
3.07589,0.000
3.07738,0.000
3.07887,0.000
3.08036,0.000
3.08185,0.000
3.08333,0.000
3.08482,0.000
3.08631,0.000
3.08780,0.000
3.08929,0.000
3.09077,0.000
3.09226,0.000
3.09375,0.000
3.09524,0.000
3.09673,0.000
3.09821,0.000
3.09970,0.000
3.10119,0.000
3.10268,0.000
3.10417,0.000
3.10565,0.000
3.10714,0.000
3.10863,0.000
3.11012,0.000
3.11161,0.000
3.11310,0.000
3.11458,0.000
3.11607,0.000
3.11756,0.000
3.11905,0.000
3.12054,0.000
3.12202,0.000
3.12351,0.000
3.12500,0.000
3.12649,0.000
3.12798,0.000
3.12946,0.000
3.13095,0.000
3.13244,0.000
3.13393,0.000
3.13542,0.000
3.13690,0.000
3.13839,0.000
3.13988,0.000
3.14137,0.000
3.14286,0.000
3.14435,0.000
3.14583,0.000
3.14732,0.000
3.14881,0.000
3.15030,0.000
3.15179,0.000
3.15327,0.000
3.15476,0.000
3.15625,0.000
3.15774,0.000
3.15923,0.000
3.16071,0.000
3.16220,0.000
3.16369,0.000
3.16518,0.000
3.16667,0.000
3.16815,0.000
3.16964,0.000
3.17113,0.000
3.17262,0.000
3.17411,0.000
3.17560,0.000
3.17708,0.000
3.17857,0.000
3.18006,0.000
3.18155,0.000
3.18304,0.000
3.18452,0.000
3.18601,0.000
3.18750,0.000
3.18899,0.000
3.19048,0.000
3.19196,0.000
3.19345,0.000
3.19494,0.000
3.19643,0.000
3.19792,0.000
3.19940,0.000
3.20089,0.000
3.20238,0.000
3.20387,0.000
3.20536,0.000
3.20685,0.000
3.20833,0.000
3.20982,0.000
3.21131,0.000
3.21280,0.000
3.21429,0.000
3.21577,0.000
3.21726,0.000
3.21875,0.000
3.22024,0.000
3.22173,0.000
3.22321,0.000
3.22470,0.000
3.22619,0.000
3.22768,0.000
3.22917,0.000
3.23065,0.000
3.23214,0.000
3.23363,0.000
3.23512,0.000
3.23661,0.000
3.23810,0.000
3.23958,0.000
3.24107,0.000
3.24256,0.000
3.24405,0.000
3.24554,0.000
3.24702,0.000
3.24851,0.000
3.25000,0.000
3.25149,0.000
3.25298,0.000
3.25446,0.000
3.25595,0.000
3.25744,0.000
3.25893,0.000
3.26042,0.000
3.26190,0.000
3.26339,0.000
3.26488,0.000
3.26637,0.000
3.26786,0.000
3.26935,0.000
3.27083,0.000
3.27232,0.000
3.27381,9.490
3.27530,196.286
3.27679,255.000
3.27827,255.000
3.27976,255.000
3.28125,250.810
3.28274,107.620
3.28423,0.000
3.28571,0.000
3.28720,0.000
3.28869,0.000
3.29018,0.000
3.29167,0.000
3.29315,0.000
3.29464,0.000
3.29613,0.000
3.29762,0.000
3.29911,0.000
3.30060,0.000
3.30208,0.000
3.30357,0.000
3.30506,0.000
3.30655,0.000
3.30804,0.000
3.30952,0.000
3.31101,0.000
3.31250,0.000
3.31399,0.000
3.31548,0.000
3.31696,0.000
3.31845,0.000
3.31994,0.000
3.32143,0.000
3.32292,0.000
3.32440,0.000
3.32589,0.000
3.32738,0.000
3.32887,0.000
3.33036,0.000
3.33185,0.000
3.33333,0.000
3.33482,0.000
3.33631,0.000
3.33780,0.000
3.33929,0.000
3.34077,0.000
3.34226,0.000
3.34375,0.000
3.34524,0.000
3.34673,0.000
3.34821,0.000
3.34970,0.000
3.35119,0.000
3.35268,0.000
3.35417,0.000
3.35565,0.000
3.35714,0.000
3.35863,0.000
3.36012,0.000
3.36161,0.000
3.36310,0.000
3.36458,0.000
3.36607,0.000
3.36756,0.000
3.36905,0.000
3.37054,0.000
3.37202,0.000
3.37351,0.000
3.37500,0.000
3.37649,0.000
3.37798,0.000
3.37946,0.000
3.38095,0.000
3.38244,0.000
3.38393,0.000
3.38542,0.000
3.38690,0.000
3.38839,0.000
3.38988,0.000
3.39137,0.000
3.39286,0.000
3.39435,0.000
3.39583,0.000
3.39732,0.000
3.39881,0.000
3.40030,0.000
3.40179,0.000
3.40327,0.000
3.40476,0.000
3.40625,0.000
3.40774,0.000
3.40923,0.000
3.41071,0.000
3.41220,0.000
3.41369,0.000
3.41518,0.000
3.41667,0.000
3.41815,0.000
3.41964,0.000
3.42113,0.000
3.42262,0.000
3.42411,0.000
3.42560,0.000
3.42708,0.000
3.42857,0.000
3.43006,0.000
3.43155,0.000
3.43304,0.000
3.43452,0.000
3.43601,0.000
3.43750,0.000
3.43899,0.000
3.44048,0.000
3.44196,0.000
3.44345,0.000
3.44494,0.000
3.44643,0.000
3.44792,0.000
3.44940,0.000
3.45089,0.000
3.45238,0.000
3.45387,0.000
3.45536,0.000
3.45685,0.000
3.45833,0.000
3.45982,0.000
3.46131,0.000
3.46280,0.000
3.46429,0.000
3.46577,0.000
3.46726,0.000
3.46875,0.000
3.47024,0.000
3.47173,0.000
3.47321,0.000
3.47470,0.000
3.47619,0.000
3.47768,0.000
3.47917,0.000
3.48065,0.000
3.48214,0.000
3.48363,0.000
3.48512,0.000
3.48661,0.000
3.48810,0.000
3.48958,0.000
3.49107,0.000
3.49256,0.000
3.49405,0.000
3.49554,0.000
3.49702,0.000
3.49851,0.000
3.50000,0.000
3.50149,0.000
3.50298,0.000
3.50446,0.000
3.50595,0.000
3.50744,0.000
3.50893,0.000
3.51042,0.000
3.51190,0.000
3.51339,0.000
3.51488,0.000
3.51637,0.000
3.51786,0.000
3.51935,0.000
3.52083,0.000
3.52232,0.000
3.52381,0.000
3.52530,0.000
3.52679,0.000
3.52827,0.000
3.52976,0.000
3.53125,0.000
3.53274,0.000
3.53423,5.543
3.53571,97.040
3.53720,255.000
3.53869,255.000
3.54018,255.000
3.54167,255.000
3.54315,183.354
3.54464,16.887
3.54613,0.000
3.54762,0.000
3.54911,0.000
3.55060,0.000
3.55208,0.000
3.55357,0.000
3.55506,0.000
3.55655,0.000
3.55804,0.000
3.55952,0.000
3.56101,0.000
3.56250,0.000
3.56399,0.000
3.56548,0.000
3.56696,0.000
3.56845,0.000
3.56994,0.000
3.57143,0.000
3.57292,0.000
3.57440,0.000
3.57589,0.000
3.57738,0.000
3.57887,0.000
3.58036,0.000
3.58185,0.000
3.58333,0.000
3.58482,0.000
3.58631,0.000
3.58780,0.000
3.58929,0.000
3.59077,0.000
3.59226,0.000
3.59375,0.000
3.59524,0.000
3.59673,0.000
3.59821,0.000
3.59970,0.000
3.60119,0.000
3.60268,0.000
3.60417,0.000
3.60565,0.000
3.60714,0.000
3.60863,0.000
3.61012,0.000
3.61161,0.000
3.61310,0.000
3.61458,0.000
3.61607,0.000
3.61756,0.000
3.61905,0.000
3.62054,0.000
3.62202,0.000
3.62351,0.000
3.62500,0.000
3.62649,0.000
3.62798,0.000
3.62946,0.000
3.63095,0.000
3.63244,0.000
3.63393,0.000
3.63542,0.000
3.63690,0.000
3.63839,0.000
3.63988,0.000
3.64137,0.000
3.64286,0.000
3.64435,0.000
3.64583,0.000
3.64732,0.000
3.64881,0.000
3.65030,0.000
3.65179,0.000
3.65327,0.000
3.65476,0.000
