Distance_(µm),Gray_Value
3.65625,0.000
3.65774,0.000
3.65923,0.000
3.66071,0.000
3.66220,0.000
3.66369,0.000
3.66518,0.000
3.66667,0.000
3.66815,0.000
3.66964,0.000
3.67113,0.000
3.67262,0.000
3.67411,0.000
3.67560,0.000
3.67708,0.000
3.67857,0.000
3.68006,0.000
3.68155,0.000
3.68304,0.000
3.68452,0.000
3.68601,0.000
3.68750,0.000
3.68899,0.000
3.69048,0.000
3.69196,0.000
3.69345,0.000
3.69494,0.000
3.69643,0.000
3.69792,0.000
3.69940,0.000
3.70089,0.000
3.70238,0.000
3.70387,0.000
3.70536,0.000
3.70685,0.000
3.70833,0.000
3.70982,0.000
3.71131,0.000
3.71280,0.000
3.71429,0.000
3.71577,0.000
3.71726,0.000
3.71875,0.000
3.72024,0.000
3.72173,0.000
3.72321,0.000
3.72470,0.000
3.72619,0.000
3.72768,0.000
3.72917,0.000
3.73065,0.000
3.73214,0.000
3.73363,0.000
3.73512,0.000
3.73661,0.000
3.73810,0.000
3.73958,0.000
3.74107,0.000
3.74256,0.000
3.74405,0.000
3.74554,0.000
3.74702,77.067
3.74851,217.403
3.75000,255.000
3.75149,255.000
3.75298,255.000
3.75446,212.559
3.75595,52.561
3.75744,0.000
3.75893,0.000
3.76042,0.000
3.76190,0.000
3.76339,0.000
3.76488,0.000
3.76637,0.000
3.76786,0.000
3.76935,0.000
3.77083,0.000
3.77232,0.000
3.77381,0.000
3.77530,0.000
3.77679,0.000
3.77827,0.000
3.77976,0.000
3.78125,0.000
3.78274,0.000
3.78423,0.000
3.78571,0.000
3.78720,0.000
3.78869,0.000
3.79018,0.000
3.79167,0.000
3.79315,0.000
3.79464,0.000
3.79613,0.000
3.79762,0.000
3.79911,0.000
3.80060,0.000
3.80208,0.000
3.80357,0.000
3.80506,0.000
3.80655,0.000
3.80804,0.000
3.80952,0.000
3.81101,0.000
3.81250,0.000
3.81399,0.000
3.81548,0.000
3.81696,0.000
3.81845,0.000
3.81994,0.000
3.82143,0.000
3.82292,0.000
3.82440,0.000
3.82589,0.000
3.82738,0.000
3.82887,0.000
3.83036,0.000
3.83185,0.000
3.83333,0.000
3.83482,0.000
3.83631,0.000
3.83780,0.000
3.83929,0.000
3.84077,0.000
3.84226,0.000
3.84375,0.000
3.84524,0.000
3.84673,0.000
3.84821,0.000
3.84970,0.000
3.85119,0.000
3.85268,0.000
3.85417,0.000
3.85565,0.000
3.85714,0.000
3.85863,0.000
3.86012,0.000
3.86161,0.000
3.86310,0.000
3.86458,0.000
3.86607,0.000
3.86756,0.000
3.86905,0.000
3.87054,0.000
3.87202,0.000
3.87351,0.000
3.87500,0.000
3.87649,0.000
3.87798,0.000
3.87946,0.000
3.88095,0.000
3.88244,0.000
3.88393,0.000
3.88542,0.000
3.88690,0.000
3.88839,0.000
3.88988,0.000
3.89137,0.000
3.89286,0.000
3.89435,0.000
3.89583,0.000
3.89732,0.000
3.89881,0.000
3.90030,0.000
3.90179,0.000
3.90327,0.000
3.90476,0.000
3.90625,0.000
3.90774,0.000
3.90923,0.000
3.91071,0.000
3.91220,0.000
3.91369,0.000
3.91518,0.000
3.91667,0.000
3.91815,0.000
3.91964,0.000
3.92113,0.000
3.92262,0.000
3.92411,0.000
3.92560,0.000
3.92708,0.000
3.92857,0.000
3.93006,0.000
3.93155,0.000
3.93304,0.000
3.93452,0.000
3.93601,0.000
3.93750,0.000
3.93899,0.000
3.94048,0.000
3.94196,0.000
3.94345,0.000
3.94494,0.000
3.94643,0.000
3.94792,0.000
3.94940,0.000
3.95089,0.000
3.95238,0.000
3.95387,0.000
3.95536,0.000
3.95685,0.000
3.95833,0.000
3.95982,0.000
3.96131,0.000
3.96280,0.000
3.96429,0.000
3.96577,0.000
3.96726,0.000
3.96875,0.000
3.97024,0.000
3.97173,0.000
3.97321,0.000
3.97470,0.000
3.97619,0.000
3.97768,0.000
3.97917,0.000
3.98065,0.000
3.98214,0.000
3.98363,0.000
3.98512,0.000
3.98661,0.000
3.98810,0.000
3.98958,0.000
3.99107,0.000
3.99256,0.000
3.99405,0.000
3.99554,0.000
3.99702,0.000
3.99851,6.273
4.00000,103.715
4.00149,255.000
4.00298,255.000
4.00446,255.000
4.00595,253.243
4.00744,208.110
4.00893,0.000
4.01042,0.000
4.01190,0.000
4.01339,0.000
4.01488,0.000
4.01637,0.000
4.01786,0.000
4.01935,0.000
4.02083,0.000
4.02232,0.000
4.02381,0.000
4.02530,0.000
4.02679,0.000
4.02827,0.000
4.02976,0.000
4.03125,0.000
4.03274,0.000
4.03423,0.000
4.03571,0.000
4.03720,0.000
4.03869,0.000
4.04018,0.000
4.04167,0.000
4.04315,0.000
4.04464,0.000
4.04613,0.000
4.04762,0.000
4.04911,0.000
4.05060,0.000
4.05208,0.000
4.05357,0.000
4.05506,0.000
4.05655,0.000
4.05804,0.000
4.05952,0.000
4.06101,0.000
4.06250,0.000
4.06399,0.000
4.06548,0.000
4.06696,0.000
4.06845,0.000
4.06994,0.000
4.07143,0.000
4.07292,0.000
4.07440,0.000
4.07589,0.000
4.07738,0.000
4.07887,0.000
4.08036,0.000
4.08185,0.000
4.08333,0.000
4.08482,0.000
4.08631,0.000
4.08780,0.000
4.08929,0.000
4.09077,0.000
4.09226,0.000
4.09375,0.000
4.09524,0.000
4.09673,0.000
4.09821,0.000
4.09970,0.000
4.10119,0.000
4.10268,0.000
4.10417,0.000
4.10565,0.000
4.10714,0.000
4.10863,0.000
4.11012,0.000
4.11161,0.000
4.11310,0.000
4.11458,0.000
4.11607,0.000
4.11756,0.000
4.11905,0.000
4.12054,0.000
4.12202,0.000
4.12351,0.000
4.12500,0.000
4.12649,0.000
4.12798,0.000
4.12946,0.000
4.13095,0.000
4.13244,0.000
4.13393,0.000
4.13542,0.000
4.13690,0.000
4.13839,0.000
4.13988,0.000
4.14137,0.000
4.14286,0.000
4.14435,0.000
4.14583,0.000
4.14732,0.000
4.14881,0.000
4.15030,0.000
4.15179,0.000
4.15327,0.000
4.15476,0.000
4.15625,0.000
4.15774,0.000
4.15923,0.000
4.16071,0.000
4.16220,0.000
4.16369,0.000
4.16518,0.000
4.16667,0.000
4.16815,0.000
4.16964,0.000
4.17113,0.000
4.17262,0.000
4.17411,0.000
4.17560,0.000
4.17708,0.000
4.17857,0.000
4.18006,0.000
4.18155,0.000
4.18304,0.000
4.18452,0.000
4.18601,0.000
4.18750,0.000
4.18899,0.000
4.19048,0.000
4.19196,0.000
4.19345,0.000
4.19494,0.000
4.19643,0.000
4.19792,0.000
4.19940,0.000
4.20089,0.000
4.20238,0.000
4.20387,0.000
4.20536,0.000
4.20685,0.000
4.20833,0.000
4.20982,0.000
4.21131,0.000
4.21280,0.000
4.21429,0.000
4.21577,0.000
4.21726,0.000
4.21875,0.000
4.22024,0.000
4.22173,0.000
4.22321,0.000
4.22470,0.000
4.22619,0.000
4.22768,0.000
4.22917,0.000
4.23065,0.000
4.23214,0.000
4.23363,0.000
4.23512,0.000
4.23661,0.000
4.23810,0.000
4.23958,0.000
4.24107,0.000
4.24256,0.000
4.24405,0.000
4.24554,0.000
4.24702,0.000
4.24851,0.000
4.25000,0.000
4.25149,0.000
4.25298,68.055
4.25446,209.759
4.25595,255.000
4.25744,255.000
4.25893,255.000
4.26042,207.376
4.26190,77.563
4.26339,0.000
4.26488,0.000
4.26637,0.000
4.26786,0.000
4.26935,0.000
4.27083,0.000
4.27232,0.000
4.27381,0.000
4.27530,0.000
4.27679,0.000
4.27827,0.000
4.27976,0.000
4.28125,0.000
4.28274,0.000
4.28423,0.000
4.28571,0.000
4.28720,0.000
4.28869,0.000
4.29018,0.000
4.29167,0.000
4.29315,0.000
4.29464,0.000
4.29613,0.000
4.29762,0.000
4.29911,0.000
4.30060,0.000
4.30208,0.000
4.30357,0.000
4.30506,0.000
4.30655,0.000
4.30804,0.000
4.30952,0.000
4.31101,0.000
4.31250,0.000
4.31399,0.000
4.31548,0.000
4.31696,0.000
4.31845,0.000
4.31994,0.000
4.32143,0.000
4.32292,0.000
4.32440,0.000
4.32589,0.000
4.32738,0.000
4.32887,0.000
4.33036,0.000
4.33185,0.000
4.33333,0.000
4.33482,0.000
4.33631,0.000
4.33780,0.000
4.33929,0.000
4.34077,0.000
4.34226,0.000
4.34375,0.000
4.34524,0.000
4.34673,0.000
4.34821,0.000
4.34970,0.000
4.35119,0.000
4.35268,0.000
4.35417,0.000
4.35565,0.000
4.35714,0.000
4.35863,0.000
4.36012,0.000
4.36161,0.000
4.36310,0.000
4.36458,0.000
4.36607,0.000
4.36756,0.000
4.36905,0.000
4.37054,0.000
4.37202,0.000
4.37351,0.000
4.37500,0.000
4.37649,0.000
4.37798,0.000
4.37946,0.000
4.38095,0.000
4.38244,0.000
4.38393,0.000
4.38542,0.000
4.38690,0.000
4.38839,0.000
4.38988,0.000
4.39137,0.000
4.39286,0.000
4.39435,0.000
4.39583,0.000
4.39732,0.000
4.39881,0.000
4.40030,0.000
4.40179,0.000
4.40327,0.000
4.40476,0.000
4.40625,0.000
4.40774,0.000
4.40923,0.000
4.41071,0.000
4.41220,0.000
4.41369,0.000
4.41518,0.000
4.41667,0.000
4.41815,0.000
4.41964,0.000
4.42113,0.000
4.42262,0.000
4.42411,0.000
4.42560,0.000
4.42708,0.000
4.42857,0.000
4.43006,0.000
4.43155,0.000
4.43304,0.000
4.43452,0.000
4.43601,0.000
4.43750,0.000
4.43899,0.000
4.44048,0.000
4.44196,0.000
4.44345,0.000
4.44494,0.000
4.44643,0.000
4.44792,0.000
4.44940,0.000
4.45089,0.000
4.45238,0.000
4.45387,0.000
4.45536,0.000
4.45685,0.000
4.45833,0.000
4.45982,0.000
4.46131,0.000
4.46280,0.000
4.46429,0.000
4.46577,0.000
4.46726,0.000
4.46875,0.000
4.47024,0.000
4.47173,0.000
4.47321,0.000
4.47470,0.000
4.47619,0.000
4.47768,0.000
4.47917,0.000
4.48065,0.000
4.48214,0.000
4.48363,0.000
4.48512,0.000
4.48661,0.000
4.48810,0.000
4.48958,0.000
4.49107,0.000
4.49256,0.000
4.49405,0.000
4.49554,0.000
4.49702,0.000
4.49851,0.000
4.50000,0.000
4.50149,0.000
4.50298,0.000
4.50446,0.000
4.50595,0.000
4.50744,0.000
4.50893,0.000
4.51042,0.000
4.51190,0.000
4.51339,100.298
4.51488,220.098
4.51637,255.000
4.51786,255.000
4.51935,255.000
4.52083,190.514
4.52232,55.821
4.52381,0.000
4.52530,0.000
4.52679,0.000
4.52827,0.000
4.52976,0.000
4.53125,0.000
4.53274,0.000
4.53423,0.000
4.53571,0.000
4.53720,0.000
4.53869,0.000
4.54018,0.000
4.54167,0.000
4.54315,0.000
4.54464,0.000
4.54613,0.000
4.54762,0.000
4.54911,0.000
4.55060,0.000
4.55208,0.000
4.55357,0.000
4.55506,0.000
4.55655,0.000
4.55804,0.000
4.55952,0.000
4.56101,0.000
4.56250,0.000
4.56399,0.000
4.56548,0.000
4.56696,0.000
4.56845,0.000
4.56994,0.000
4.57143,0.000
4.57292,0.000
4.57440,0.000
4.57589,0.000
4.57738,0.000
4.57887,0.000
4.58036,0.000
4.58185,0.000
4.58333,0.000
4.58482,0.000
4.58631,0.000
4.58780,0.000
4.58929,0.000
4.59077,0.000
4.59226,0.000
4.59375,0.000
4.59524,0.000
4.59673,0.000
4.59821,0.000
4.59970,0.000
4.60119,0.000
4.60268,0.000
4.60417,0.000
4.60565,0.000
4.60714,0.000
4.60863,0.000
4.61012,0.000
4.61161,0.000
4.61310,0.000
4.61458,0.000
4.61607,0.000
4.61756,0.000
4.61905,0.000
4.62054,0.000
4.62202,0.000
4.62351,0.000
4.62500,0.000
4.62649,0.000
4.62798,0.000
4.62946,0.000
4.63095,0.000
4.63244,0.000
4.63393,0.000
4.63542,0.000
4.63690,0.000
4.63839,0.000
4.63988,0.000
4.64137,0.000
4.64286,0.000
4.64435,0.000
4.64583,0.000
4.64732,0.000
4.64881,0.000
4.65030,0.000
4.65179,0.000
4.65327,0.000
4.65476,0.000
4.65625,0.000
4.65774,0.000
4.65923,0.000
4.66071,0.000
4.66220,0.000
4.66369,0.000
4.66518,0.000
4.66667,0.000
4.66815,0.000
4.66964,0.000
4.67113,0.000
4.67262,0.000
4.67411,0.000
4.67560,0.000
4.67708,0.000
4.67857,0.000
4.68006,0.000
4.68155,0.000
4.68304,0.000
4.68452,0.000
4.68601,0.000
4.68750,0.000
4.68899,0.000
4.69048,0.000
4.69196,0.000
4.69345,0.000
4.69494,0.000
4.69643,0.000
4.69792,0.000
4.69940,0.000
4.70089,0.000
4.70238,0.000
4.70387,0.000
4.70536,0.000
4.70685,0.000
4.70833,0.000
4.70982,0.000
4.71131,0.000
4.71280,0.000
4.71429,0.000
4.71577,0.000
4.71726,0.000
4.71875,0.000
4.72024,0.000
4.72173,0.000
4.72321,0.000
4.72470,0.000
4.72619,0.000
4.72768,0.000
4.72917,0.000
4.73065,0.000
4.73214,0.000
4.73363,0.000
4.73512,0.000
4.73661,0.000
4.73810,0.000
4.73958,0.000
4.74107,0.000
4.74256,0.000
4.74405,0.000
4.74554,0.000
4.74702,0.000
4.74851,0.000
4.75000,0.000
4.75149,0.000
4.75298,0.000
4.75446,0.000
4.75595,0.000
4.75744,0.000
4.75893,0.000
4.76042,0.000
4.76190,0.000
4.76339,0.000
4.76488,0.000
4.76637,0.000
4.76786,0.000
4.76935,0.000
4.77083,0.000
4.77232,0.000
4.77381,0.000
4.77530,0.000
4.77679,0.000
4.77827,0.000
4.77976,0.000
4.78125,0.000
4.78274,0.000
4.78423,0.000
4.78571,0.000
4.78720,0.000
4.78869,0.000
4.79018,0.000
4.79167,0.000
4.79315,0.000
4.79464,0.000
4.79613,0.000
4.79762,0.000
4.79911,0.000
4.80060,0.000
4.80208,0.000
4.80357,0.000
4.80506,0.000
4.80655,0.000
4.80804,0.000
4.80952,0.000
4.81101,0.000
4.81250,0.000
4.81399,0.000
4.81548,0.000
4.81696,0.000
4.81845,0.000
4.81994,0.000
4.82143,0.000
4.82292,0.000
4.82440,82.333
4.82589,225.592
4.82738,255.000
4.82887,255.000
4.83036,255.000
4.83185,209.697
4.83333,41.967
4.83482,0.000
4.83631,0.000
4.83780,0.000
4.83929,0.000
4.84077,0.000
4.84226,0.000
4.84375,0.000
4.84524,0.000
4.84673,0.000
4.84821,0.000
4.84970,0.000
4.85119,0.000
4.85268,0.000
4.85417,0.000
4.85565,0.000
4.85714,0.000
4.85863,0.000
4.86012,0.000
4.86161,0.000
4.86310,0.000
4.86458,0.000
4.86607,0.000
4.86756,0.000
4.86905,0.000
4.87054,0.000
4.87202,0.000
4.87351,0.000
4.87500,0.000
4.87649,0.000
4.87798,0.000
4.87946,0.000
4.88095,0.000
4.88244,0.000
4.88393,0.000
4.88542,0.000
4.88690,0.000
4.88839,0.000
4.88988,0.000
4.89137,0.000
4.89286,0.000
4.89435,0.000
4.89583,0.000
4.89732,0.000
4.89881,0.000
4.90030,0.000
4.90179,0.000
4.90327,0.000
4.90476,0.000
4.90625,0.000
4.90774,0.000
4.90923,0.000
4.91071,0.000
4.91220,0.000
4.91369,0.000
4.91518,0.000
4.91667,0.000
4.91815,0.000
4.91964,0.000
4.92113,0.000
4.92262,0.000
4.92411,0.000
4.92560,0.000
4.92708,0.000
4.92857,0.000
4.93006,0.000
4.93155,0.000
4.93304,0.000
4.93452,0.000
4.93601,0.000
4.93750,0.000
4.93899,0.000
4.94048,0.000
4.94196,0.000
4.94345,0.000
4.94494,0.000
4.94643,0.000
4.94792,0.000
4.94940,0.000
4.95089,0.000
4.95238,0.000
4.95387,0.000
4.95536,0.000
4.95685,0.000
4.95833,0.000
4.95982,0.000
4.96131,0.000
4.96280,0.000
4.96429,0.000
4.96577,0.000
4.96726,0.000
4.96875,0.000
4.97024,0.000
4.97173,0.000
4.97321,0.000
4.97470,0.000
4.97619,0.000
4.97768,0.000
4.97917,0.000
4.98065,0.000
4.98214,0.000
4.98363,0.000
4.98512,0.000
4.98661,0.000
4.98810,0.000
4.98958,0.000
4.99107,0.000
4.99256,0.000
4.99405,0.000
4.99554,0.000
4.99702,0.000
4.99851,0.000
5.00000,0.000
5.00149,0.000
5.00298,0.000
5.00446,0.000
5.00595,0.000
5.00744,0.000
5.00893,0.000
5.01042,0.000
5.01190,0.000
5.01339,0.000
5.01488,0.000
5.01637,0.000
5.01786,0.000
5.01935,0.000
5.02083,0.000
5.02232,0.000
5.02381,0.000
5.02530,0.000
5.02679,0.000
5.02827,0.000
5.02976,0.000
5.03125,0.000
5.03274,0.000
5.03423,0.000
5.03571,0.000
5.03720,0.000
5.03869,0.000
5.04018,0.000
5.04167,0.000
5.04315,0.000
5.04464,0.000
5.04613,0.000
5.04762,0.000
5.04911,0.000
5.05060,0.000
5.05208,0.000
5.05357,0.000
5.05506,0.000
5.05655,0.000
5.05804,0.000
5.05952,0.000
5.06101,0.000
5.06250,0.000
5.06399,0.000
5.06548,0.000
5.06696,0.000
5.06845,0.000
5.06994,0.000
5.07143,0.000
5.07292,0.000
5.07440,0.000
5.07589,0.000
5.07738,0.000
5.07887,0.000
5.08036,0.000
5.08185,0.000
5.08333,0.000
5.08482,0.000
5.08631,0.000
5.08780,0.000
5.08929,0.000
5.09077,0.000
5.09226,0.000
5.09375,0.000
5.09524,8.996
5.09673,138.334
5.09821,255.000
5.09970,255.000
5.10119,255.000
5.10268,251.010
5.10417,165.867
5.10565,0.000
5.10714,0.000
5.10863,0.000
5.11012,0.000
5.11161,0.000
5.11310,0.000
5.11458,0.000
5.11607,0.000
5.11756,0.000
5.11905,0.000
5.12054,0.000
5.12202,0.000
5.12351,0.000
5.12500,0.000
5.12649,0.000
5.12798,0.000
5.12946,0.000
5.13095,0.000
5.13244,0.000
5.13393,0.000
5.13542,0.000
5.13690,0.000
5.13839,0.000
5.13988,0.000
5.14137,0.000
5.14286,0.000
5.14435,0.000
5.14583,0.000
5.14732,0.000
5.14881,0.000
5.15030,0.000
5.15179,0.000
5.15327,0.000
5.15476,0.000
5.15625,0.000
5.15774,0.000
5.15923,0.000
5.16071,0.000
5.16220,0.000
5.16369,0.000
5.16518,0.000
5.16667,0.000
5.16815,0.000
5.16964,0.000
5.17113,0.000
5.17262,0.000
5.17411,0.000
5.17560,0.000
5.17708,0.000
5.17857,0.000
5.18006,0.000
5.18155,0.000
5.18304,0.000
5.18452,0.000
5.18601,0.000
5.18750,0.000
5.18899,0.000
5.19048,0.000
5.19196,0.000
5.19345,0.000
5.19494,0.000
5.19643,0.000
5.19792,0.000
5.19940,0.000
5.20089,0.000
5.20238,0.000
5.20387,0.000
5.20536,0.000
5.20685,0.000
5.20833,0.000
5.20982,0.000
5.21131,0.000
5.21280,0.000
5.21429,0.000
5.21577,0.000
5.21726,0.000
5.21875,0.000
5.22024,0.000
5.22173,0.000
5.22321,0.000
5.22470,0.000
5.22619,0.000
5.22768,0.000
5.22917,0.000
5.23065,0.000
5.23214,0.000
5.23363,0.000
5.23512,0.000
5.23661,0.000
5.23810,0.000
5.23958,0.000
5.24107,0.000
5.24256,0.000
5.24405,0.000
5.24554,0.000
5.24702,0.000
5.24851,0.000
5.25000,0.000
5.25149,0.000
5.25298,0.000
5.25446,0.000
5.25595,0.000
5.25744,0.000
5.25893,0.000
5.26042,0.000
5.26190,0.000
5.26339,0.000
5.26488,0.000
5.26637,0.000
5.26786,0.000
5.26935,0.000
5.27083,0.000
5.27232,0.000
5.27381,0.000
5.27530,0.000
5.27679,0.000
5.27827,0.000
5.27976,0.000
5.28125,0.000
5.28274,0.000
5.28423,0.000
5.28571,0.000
5.28720,0.000
5.28869,0.000
5.29018,0.000
5.29167,0.000
5.29315,0.000
5.29464,0.000
5.29613,0.000
5.29762,0.000
5.29911,0.000
5.30060,0.000
5.30208,0.000
5.30357,0.000
5.30506,0.000
5.30655,0.000
5.30804,0.000
5.30952,0.000
5.31101,0.000
5.31250,0.000
5.31399,0.000
5.31548,0.000
5.31696,0.000
5.31845,0.000
5.31994,0.000
5.32143,0.000
5.32292,0.000
5.32440,0.000
5.32589,0.000
5.32738,0.000
5.32887,0.000
5.33036,0.000
5.33185,0.000
5.33333,0.000
5.33482,0.000
5.33631,0.000
5.33780,0.000
5.33929,0.000
5.34077,0.000
5.34226,0.000
5.34375,0.000
5.34524,0.000
5.34673,0.000
5.34821,0.000
5.34970,0.000
5.35119,0.000
5.35268,0.000
5.35417,0.000
5.35565,0.000
5.35714,0.000
5.35863,0.000
5.36012,0.000
5.36161,0.000
5.36310,0.000
5.36458,0.000
5.36607,0.000
5.36756,0.000
5.36905,0.000
5.37054,0.000
5.37202,0.000
5.37351,0.000
5.37500,0.000
5.37649,0.000
5.37798,0.000
5.37946,0.000
5.38095,0.000
5.38244,0.000
5.38393,0.000
5.38542,0.000
5.38690,0.000
5.38839,0.000
5.38988,0.000
5.39137,0.000
5.39286,0.000
5.39435,0.000
5.39583,0.000
5.39732,0.000
5.39881,0.000
5.40030,0.000
5.40179,0.000
5.40327,0.000
5.40476,0.000
5.40625,0.000
5.40774,0.000
5.40923,0.000
5.41071,0.000
5.41220,0.000
5.41369,0.000
5.41518,0.000
5.41667,0.000
5.41815,0.000
5.41964,0.000
5.42113,0.000
5.42262,0.000
5.42411,0.000
5.42560,0.000
5.42708,0.000
5.42857,0.000
5.43006,0.000
5.43155,0.000
5.43304,0.000
5.43452,0.000
5.43601,0.000
5.43750,0.000
5.43899,0.000
5.44048,0.000
5.44196,0.000
5.44345,0.000
5.44494,0.000
5.44643,0.000
5.44792,0.000
5.44940,0.000
5.45089,0.000
5.45238,0.000
5.45387,0.000
5.45536,0.000
5.45685,0.000
5.45833,0.000
5.45982,0.000
5.46131,0.000
5.46280,0.000
5.46429,0.000
5.46577,0.000
5.46726,0.000
5.46875,0.000
5.47024,0.000
5.47173,0.000
5.47321,0.000
5.47470,0.000
5.47619,0.000
5.47768,0.000
5.47917,0.000
5.48065,0.000
5.48214,0.000
5.48363,0.000
5.48512,0.000
5.48661,0.000
